Date,WTi,Brent,Dubai
###############################################################################################################################################################################################################################################################,61.7,70.39,69.09
###############################################################################################################################################################################################################################################################,62.12,70.37,69.28
###############################################################################################################################################################################################################################################################,61.4,69.88,70.29
###############################################################################################################################################################################################################################################################,62.25,71.24,69.22
###############################################################################################################################################################################################################################################################,61.94,70.85,69.93
###############################################################################################################################################################################################################################################################,61.81,70.75,71.43
###############################################################################################################################################################################################################################################################,63.6,72.18,71.63
###############################################################################################################################################################################################################################################################,63.91,72.8,71.63
###############################################################################################################################################################################################################################################################,63.5,72.04,71.09
###############################################################################################################################################################################################################################################################,63.3,72.15,73.45
###############################################################################################################################################################################################################################################################,65.21,74.35,74.46
###############################################################################################################################################################################################################################################################,65.89,74.57,73.67
###############################################################################################################################################################################################################################################################,66.3,74.51,73.77
###############################################################################################################################################################################################################################################################,65.7,74.04,73.36
###############################################################################################################################################################################################################################################################,64,71.97,71.07
###############################################################################################################################################################################################################################################################,63.76,71.62,71.33
###############################################################################################################################################################################################################################################################,64.05,71.72,70.21
###############################################################################################################################################################################################################################################################,63.4,71.18,70.32
###############################################################################################################################################################################################################################################################,63.89,71.55,70.1
###############################################################################################################################################################################################################################################################,63.58,70.83,70.52
###############################################################################################################################################################################################################################################################,64.61,71.73,70.08
###############################################################################################################################################################################################################################################################,63.98,70.61,70.53
###############################################################################################################################################################################################################################################################,64.4,71.1,70.29
###############################################################################################################################################################################################################################################################,63.08,70.34,68.82
###############################################################################################################################################################################################################################################################,62.1,69.4,68.67
###############################################################################################################################################################################################################################################################,62.46,69.31,69.43
###############################################################################################################################################################################################################################################################,62.58,69.37,68.81
###############################################################################################################################################################################################################################################################,61.59,69.01,68.23
###############################################################################################################################################################################################################################################################,60.14,68.39,67.23
###############################################################################################################################################################################################################################################################,59.3,67.82,66.56
###############################################################################################################################################################################################################################################################,59.41,67.83,67.37
###############################################################################################################################################################################################################################################################,59.94,67.97,67.17
###############################################################################################################################################################################################################################################################,58.82,67.21,66.34
###############################################################################################################################################################################################################################################################,59.04,67.03,67.46
###############################################################################################################################################################################################################################################################,59.98,67.86,68.23
###############################################################################################################################################################################################################################################################,59.83,68.5,67.67
###############################################################################################################################################################################################################################################################,59.03,67.61,67.63
###############################################################################################################################################################################################################################################################,59.09,67.54,67.32
###############################################################################################################################################################################################################################################################,58.52,67.16,67.71
###############################################################################################################################################################################################################################################################,58.61,67.23,68.17
###############################################################################################################################################################################################################################################################,58.26,67.55,67.22
###############################################################################################################################################################################################################################################################,56.87,66.67,67.15
###############################################################################################################################################################################################################################################################,56.79,66.58,66.81
###############################################################################################################################################################################################################################################################,56.07,65.74,65.77
###############################################################################################################################################################################################################################################################,56.66,66.3,66.47
###############################################################################################################################################################################################################################################################,56.22,65.99,65.85
###############################################################################################################################################################################################################################################################,56.56,65.86,65.73
###############################################################################################################################################################################################################################################################,56.59,65.67,65.36
###############################################################################################################################################################################################################################################################,55.8,65.07,66.56
###############################################################################################################################################################################################################################################################,57.22,66.03,65.98
###############################################################################################################################################################################################################################################################,56.94,66.39,65.3
###############################################################################################################################################################################################################################################################,55.5,65.21,64.56
###############################################################################################################################################################################################################################################################,55.48,64.76,66.84
###############################################################################################################################################################################################################################################################,57.26,67.12,67.22
###############################################################################################################################################################################################################################################################,56.96,67.07,67.12
###############################################################################################################################################################################################################################################################,56.92,67.08,66.38
###############################################################################################################################################################################################################################################################,56.09,66.45,66.48
###############################################################################################################################################################################################################################################################,55.59,66.5,66.73
###############################################################################################################################################################################################################################################################,55.59,66.25,65.12
###############################################################################################################################################################################################################################################################,54.41,64.57,65.32
###############################################################################################################################################################################################################################################################,53.9,63.61,63.34
###############################################################################################################################################################################################################################################################,53.1,62.42,62.23
###############################################################################################################################################################################################################################################################,52.41,61.51,62.02
###############################################################################################################################################################################################################################################################,52.72,62.1,61.62
###############################################################################################################################################################################################################################################################,52.64,61.63,62.51
###############################################################################################################################################################################################################################################################,54.01,62.69,62.93
###############################################################################################################################################################################################################################################################,53.66,61.98,62.93
###############################################################################################################################################################################################################################################################,54.56,62.51,62.93
###############################################################################################################################################################################################################################################################,55.26,62.75,60.87
###############################################################################################################################################################################################################################################################,53.79,61.89,61.82
###############################################################################################################################################################################################################################################################,54.23,61.65,60.93
###############################################################################################################################################################################################################################################################,53.31,61.32,59.44
###############################################################################################################################################################################################################################################################,51.99,59.93,60.32
###############################################################################################################################################################################################################################################################,53.69,61.64,61.16
###############################################################################################################################################################################################################################################################,53.13,61.09,60.41
###############################################################################################################################################################################################################################################################,52.62,61.14,61.23
###############################################################################################################################################################################################################################################################,52.57,61.5,61.43
###############################################################################################################################################################################################################################################################,53.8,62.7,61.12
###############################################################################################################################################################################################################################################################,52.07,61.18,60.03
###############################################################################################################################################################################################################################################################,52.31,61.32,60.15
###############################################################################################################################################################################################################################################################,52.11,60.64,58.63
###############################################################################################################################################################################################################################################################,50.51,58.99,58.92
###############################################################################################################################################################################################################################################################,51.59,60.48,61.16
###############################################################################################################################################################################################################################################################,52.59,61.68,59.6
###############################################################################################################################################################################################################################################################,52.36,61.44,58.07
###############################################################################################################################################################################################################################################################,49.78,58.72,56.18
###############################################################################################################################################################################################################################################################,48.52,57.33,56.79
###############################################################################################################################################################################################################################################################,47.96,57.06,55.59
###############################################################################################################################################################################################################################################################,47.09,55.95,53.2
###############################################################################################################################################################################################################################################################,46.54,54.91,51.86
###############################################################################################################################################################################################################################################################,45.41,53.8,52.86
###############################################################################################################################################################################################################################################################,45.33,52.2,52.86
###############################################################################################################################################################################################################################################################,44.61,52.16,53.07
###############################################################################################################################################################################################################################################################,46.22,54.47,49.52
###############################################################################################################################################################################################################################################################,42.53,50.47,53.51
###############################################################################################################################################################################################################################################################,45.59,53.82,53.51
###############################################################################################################################################################################################################################################################,45.88,54.35,54.47
###############################################################################################################################################################################################################################################################,47.2,57.24,55.05
###############################################################################################################################################################################################################################################################,46.24,56.26,57.21
###############################################################################################################################################################################################################################################################,49.88,59.61,58.92
###############################################################################################################################################################################################################################################################,51.2,60.28,59.67
###############################################################################################################################################################################################################################################################,52.58,61.45,58.81
###############################################################################################################################################################################################################################################################,51.15,60.15,59.23
###############################################################################################################################################################################################################################################################,51.65,60.2,58.37
###############################################################################################################################################################################################################################################################,51,59.97,60.22
###############################################################################################################################################################################################################################################################,52.61,61.67,58.39
###############################################################################################################################################################################################################################################################,51.49,60.06,59.85
###############################################################################################################################################################################################################################################################,52.89,61.56,59.81
###############################################################################################################################################################################################################################################################,53.25,62.08,61.54
###############################################################################################################################################################################################################################################################,52.95,61.69,61.19
###############################################################################################################################################################################################################################################################,50.93,58.71,59.02
###############################################################################################################################################################################################################################################################,51.45,59.51,58.3
###############################################################################################################################################################################################################################################################,50.29,58.76,60.18
###############################################################################################################################################################################################################################################################,51.56,60.21,59.07
###############################################################################################################################################################################################################################################################,51.63,60.48,59.13
###############################################################################################################################################################################################################################################################,50.42,58.8,61.08
###############################################################################################################################################################################################################################################################,54.63,62.6,62.44
###############################################################################################################################################################################################################################################################,54.63,63.48,62.65
###############################################################################################################################################################################################################################################################,53.43,62.53,65.51
###############################################################################################################################################################################################################################################################,56.76,66.76,66.17
###############################################################################################################################################################################################################################################################,56.46,66.76,66.49
###############################################################################################################################################################################################################################################################,56.46,66.62,65.39
###############################################################################################################################################################################################################################################################,56.25,66.12,64.46
###############################################################################################################################################################################################################################################################,55.69,65.47,68.48
###############################################################################################################################################################################################################################################################,59.93,70.12,70.59
###############################################################################################################################################################################################################################################################,60.19,70.18,69.36
###############################################################################################################################################################################################################################################################,60.67,70.65,71.54
###############################################################################################################################################################################################################################################################,61.67,72.07,70.64
###############################################################################################################################################################################################################################################################,62.21,72.13,71.2
###############################################################################################################################################################################################################################################################,63.1,73.17,71.2
###############################################################################################################################################################################################################################################################,63.14,72.83,71.67
###############################################################################################################################################################################################################################################################,63.69,72.89,73.38
###############################################################################################################################################################################################################################################################,65.31,75.47,75.66
###############################################################################################################################################################################################################################################################,66.18,75.91,76.18
###############################################################################################################################################################################################################################################################,67.04,77.34,76.01
###############################################################################################################################################################################################################################################################,67.59,77.62,75.42
###############################################################################################################################################################################################################################################################,67.33,76.89,74.96
###############################################################################################################################################################################################################################################################,66.82,76.17,74.42
###############################################################################################################################################################################################################################################################,66.43,76.44,77.83
###############################################################################################################################################################################################################################################################,69.17,79.83,78.78
###############################################################################################################################################################################################################################################################,69.12,79.78,77.88
###############################################################################################################################################################################################################################################################,68.65,79.29,78.43
###############################################################################################################################################################################################################################################################,69.75,80.05,80.23
###############################################################################################################################################################################################################################################################,71.92,81.41,78.83
###############################################################################################################################################################################################################################################################,71.78,80.78,79.3
###############################################################################################################################################################################################################################################################,71.34,80.43,79.36
###############################################################################################################################################################################################################################################################,70.97,80.26,80.66
###############################################################################################################################################################################################################################################################,73.17,83.09,83.04
###############################################################################################################################################################################################################################################################,74.96,85,82.8
###############################################################################################################################################################################################################################################################,74.29,83.91,81.61
###############################################################################################################################################################################################################################################################,74.34,84.16,83.2
###############################################################################################################################################################################################################################################################,74.33,84.58,84.44
###############################################################################################################################################################################################################################################################,76.41,86.29,83.29
###############################################################################################################################################################################################################################################################,75.23,84.8,82.88
###############################################################################################################################################################################################################################################################,75.3,84.98,80.83
###############################################################################################################################################################################################################################################################,73.25,82.72,80.03
###############################################################################################################################################################################################################################################################,72.12,81.72,80.36
###############################################################################################################################################################################################################################################################,71.57,81.34,80.04
###############################################################################################################################################################################################################################################################,72.28,81.87,79.69
###############################################################################################################################################################################################################################################################,72.08,81.2,78.45
###############################################################################################################################################################################################################################################################,70.78,78.8,77.35
###############################################################################################################################################################################################################################################################,70.8,78.7,77.53
###############################################################################################################################################################################################################################################################,71.12,79.4,77.02
###############################################################################################################################################################################################################################################################,69.85,79.03,75.85
